Title,Brand,Screen_Size,Ram,Series,Rating,Color,Chipset,Wireless,Weight,No_of_Processor,Flash_Memory,Battery,No_of_Reviews,Price
"Dell Alienware Area 51M Laptop, 17.3"" FHD (1920 x 1080) 144Hz G-Sync Tobii Eye, 9th Gen Intel Core i7-9700K, 16GB RAM, 256GB SSD + 1TB SSHD, NVIDIA GeForce RTX 2080, Windows 10",Alienware,173 Inches,1256 GB hybriddrive,Dell Alienware Area 51M,5.0 out of 5 stars,None,NVIDIA,Bluetooth,854 pounds,1,256 GB,None,2 ratings,"$4,999.00"
"Alienware New M15 Gaming Laptop, 15.6"" 144hz FHD Display, Intel Core i7-9750H, NVIDIA RTX 2060 6GB, 512GB SSD, 16GB RAM, AWYA15-7947BLK-PUS (Renewed)",Alienware,156 Inches,2666 MHz,AWYA157947BLKPUS,3.3 out of 5 stars,None,NVIDIA,5 GHz Radio Frequency,476 pounds,6,16,1 Lithium Ion batteries required included,7 ratings,nan
"Alienware M15 Gaming Laptop, 9th Gen Intel Core i7-9750H, 15. 6"" FHD 1920x1080 144Hz IPS, 16GB DDR4, 2666MHz, 512GB SSD, NVIDIA GeForce GTX 1660 6GB GDDR6",Alienware,156 Inches,2666 MHz,Alienware m15,4.1 out of 5 stars,Silver,NVIDIA,Bluetooth,1013 pounds,1,16,None,48 ratings,"$1,499.95"
"Alienware M17 Gaming Laptop, 17.3"", FHD, Intel Core i7-8750H, NVIDIA RTX 2060 6GB, 256GB SSD + 1TB Storage, 16GB RAM",Alienware,173 Inches,NVIDIA GeForce RTX 2060,AWm177667SLVPUS,4.3 out of 5 stars,None,NVIDIA,Bluetooth 80211ac,58 pounds,1,16,None,85 ratings,"$2,499.00"
Acer Nitro AN515 Gaming Laptop Six Core Intel i5-11400H up to 4.5Ghz 8GB 256GB SSD 15.6in Full HD HDMI Backlit Keyboard Nvidia 4GB Win 11 (Renewed),Acer,156 Inches,45 GHz,Nitro,3.8 out of 5 stars,Black,NVIDIA,Bluetooth,664 pounds,6,None,1 Lithium Ion batteries required included,17 ratings,nan
"ASUS Vivobook Laptop, 17.3"" HD+ (1600x900) Non-Touch Display, Intel Core i5 Quad-Core Processor, 20GB DDR4 RAM, 512GB PCIe NVMe M.2 SSD, Webcam, HDMI, USB Type-C, Wi-Fi 5, Windows 11 Home, Silver",ASUS,173 Inches,512 GB SSD,VivoBook,4.2 out of 5 stars,Silver,Intel,Bluetooth 80211ac,709 pounds,4,512 GB,1 Lithium Ion batteries required included,143 ratings,$509.00
"New Alienware m15 R3 15.6inch FHD Gaming Laptop (Luna Light) Intel Core i7-10750H 10th Gen, 16GB DDR4 RAM, 512GB SSD, Nvidia GeForce RTX 2060 6GB GDDR6, Windows 10 Home (AWm15-7272WHT-PUS) (Renewed)",Alienware,15 Inches,512 GB SSD,AWm157272WHTPUS,4.2 out of 5 stars,None,NVIDIA,None,108 pounds,6,512,None,6 ratings,nan
"Alienware m17 R3 17.3 inch FHD Gaming Laptop (Luna Light) Intel Core i7-10750H 10th Gen, 16GB DDR4 RAM, 1TB SSD, Nvidia Geforce RTX 2070 8GB GDDR6, Windows 10 Home",Dell,173 Inches,2400 MHz,AWm177296WHTPUS,4.4 out of 5 stars,lunar light,NVIDIA,None,551 pounds,6,1,1 Lithium Ion batteries required included,270 ratings,"$2,999.00"
"MSI GS75 Stealth Gaming Laptop: 17.3"" 240Hz Display, Intel Core i7-10875H, NVIDIA GeForce RTX 2060, 16GB RAM, 512GB NVMe SSD, Win10 Pro, Black (10SE-620)",MSI,173 Inches,16 GB DDR4,GS75 Stealth,4.4 out of 5 stars,Gold Black,NVIDIA,None,529 pounds,8,16,1 12V batteries required,235 ratings,nan
"Asus ROG Zephyrus G14 VR Ready Gaming Laptop, 14"" 144Hz Full HD IPS Display, 8 Cores AMD Ryzen 9 5900HS,NVIDIA GeForce RTX 3060, Moonlight White-Tikbot Accessories (16GB RAM |1TB PCIe SSD)",ASUS,14 Inches,3200 MHz,ROG Zephyrus G14,4.0 out of 5 stars,Moonlight White,NVIDIA,Bluetooth,364 pounds,8,16 GB,1 Lithium Ion batteries required included,74 ratings,"$1,099.00"
"Alienware M15-15.6"" FHD Gaming Laptop Thin and Light, i7-8750H Processor, NVIDIA GeForce Graphics Card, 16GB RAM, 1TB Hybrid HDD + 128GB SSD, 17.9mm Thick & 4.78lbs (Renewed)",Alienware,156 Inches,41 GHz,AWm157830SLVPUS,4.6 out of 5 stars,None,NVIDIA,80211abgn,485 pounds,6,16,1 Lithium Ion batteries required,7 ratings,nan
"Acer Predator Helios 300 Gaming Laptop, Intel i7-10750H, NVIDIA GeForce RTX 2060 6GB, 15.6"" Full HD 144Hz 3ms IPS Display, 16GB Dual-Channel DDR4, 512GB NVMe SSD, Wi-Fi 6, RGB Keyboard, PH315-53-72XD",Acer,156 Inches,16 GB GDDR6,Predator Helios 300,4.6 out of 5 stars,Abyss Black,NVIDIA,80211ax,551 pounds,6,512,1 Lithium Ion batteries required included,"3,600 ratings","$1,219.90"
"Alienware ALW18-7501sLV 18.4-Inch Laptop (2.5 GHz Intel Core i7-4710MQ Processor, 8GB DDR3L, 1TB HDD, 80GB SSD, Dual AMD Radeon R9 M290X, Windows 7 Home Premium) [Discontinued By Manufacturer]",Alienware,184 Inches,25 GHz,Alienware,2.9 out of 5 stars,None,AMD,80211ac,208 pounds,4,80,1 Lithium Ion batteries required included,16 ratings,"$1,999.81"
"Alienware AW15R3-7002SLV-PUS 15.6"" Gaming Laptop (7th Generation Intel Core i7, 8GB RAM, 256 SSD, Silver) with NVIDIA GTX 1060",Alienware,156 Inches,38 GHz,AW15R37002SLVPUS,3.4 out of 5 stars,Epic Silver,NVIDIA,80211ac,8 pounds,4,256,1 Lithium Ion batteries required included,6 ratings,nan
"Alienware ALW18-7500sLV 18.4-Inch Laptop (2.4 GHz Intel Core i7-4700MQ Processor, 8GB DDR3L, 1TB HDD, 80GB SSD, Dual NVIDIA GeForce GTX 770M 3GB GDDR5, Windows 7 Home Premium)",Alienware,184 Inches,1024 GB SSD,Alienware,4.0 out of 5 stars,None,NVIDIA,80211n,208 pounds,None,80,1 Lithium Ion batteries required included,8 ratings,"$1,999.95"
"Alienware 15 R3 AW15R3 Laptop with Quad-Core i7-6700HQ up to 3.50 GHz Turbo, 16GB DDR4, 128SSD + 1TB HDD, and NVIDIA GeForce GTX1060 6GB GDDR5 (Black)",Alienware,156 Inches,NVIDIA GeForce GTX 1060,AW15R33831SLV,3.8 out of 5 stars,None,NVIDIA,None,8 pounds,4,128 GB,1 Lithium Ion batteries required included,52 ratings,"$1,399.95"
"Dell Alienware Area 51M Laptop, 17.3 FHD (1920 x 1080) 144Hz G-Sync Tobii Eye, 9th Gen Intel Core i7-9700K, 16GB RAM, 256GB SSD 1TB SSHD, NVIDIA GeForce RTX 2080, Windows 10 (Renewed)",Dell,173 Inches,1 TB hybriddrive,Dell Alienware Area 51M,4.5 out of 5 stars,None,NVIDIA,80211ac,15 pounds,1,256 GB,None,2 ratings,nan
"Alienware 17 R5 VR Ready 17.3"" LCD Gaming Notebook - Intel Core i7 (8th Gen) i7-8750H Hexa-core (6 Core) 2.20 GHz - 8 GB DDR4 SDRAM - 1 TB HDD - 256 GB SSD - Windows 10 Home 64-bit (English) - 19",Alienware,173 Inches,1024 GB SSD,AW17R57108SLVPUS,4.3 out of 5 stars,greyblack,NVIDIA,None,103 pounds,1,256,1 Lithium Polymer batteries required included,60 ratings,"$1,799.95"
"Dell Alienware Area 51M Laptop, 17.3"" FHD (1920 x 1080) 144Hz G-Sync Tobii Eye, 9th Gen Intel Core i7-9700K, 16GB RAM, 256GB SSD + 1TB SSHD, NVIDIA GeForce RTX 2080, Windows 10 Home",Alienware,173 Inches,1256 GB hybriddrive,Dell Alienware Area 51M,3.3 out of 5 stars,None,NVIDIA,Bluetooth,854 pounds,1,256 GB,None,6 ratings,"$3,699.95"
"Dell Alienware R4 15.6"" Full HD Gaming Laptop, 8th Gen Intel Core i7-8750H, 16GB Memory, 1TB HDD + 8GB SSD, NVIDIA GeForce GTX 1060 6GB, Windows 10",Alienware,156 Inches,16 GB DDR4,Alienware 15,4.1 out of 5 stars,Epic Silver,Intel,80211ac,769 pounds,6,16,1 Lithium Polymer batteries required included,77 ratings,nan
"Alienware m15 R3 Gaming Laptop: Core i7-10750H, NVIDIA RTX 2070 Super, 15.6"" Full HD 300Hz Display, 16GB RAM, 512GB SSD (Renewed)",Alienware,156 Inches,16 GB DDR4,m15 R3,5.0 out of 5 stars,Black,NVIDIA,Bluetooth,55 pounds,6,512,None,2 ratings,nan
"Alienware AW15R3-7390SLV-PUS 15.6"" Gaming Laptop (7th Generation Intel Core i7, 16GB RAM, 512SSD + 1TB HDD, Silver) VR Ready with NVIDIA GTX 1070",Alienware,156 Inches,2400 MHz,DELAW15R37390SLVOB,3.2 out of 5 stars,Epic Silver,NVIDIA,80211ac,8 pounds,4,512,1 Lithium Ion batteries required included,11 ratings,"$1,899.00"
"ASUS ROG Strix G15 Gaming Laptop, 15.6â€  300Hz 3ms IPS Type FHD Display, NVIDIA GeForce RTX 3050 Ti, AMD Ryzen 7 4800H, 16GB DDR4, 512GB PCIe SSD, RGB Keyboard, Windows 11, G513IE-PH74",ASUS,156 Inches,16 GB DDR4,ROG Strix G15,4.5 out of 5 stars,Gray,NVIDIA,Bluetooth 80211ax,463 pounds,8,512 GB,1 Lithium Ion batteries required included,104 ratings,"$1,224.99"
"Dell Alienware Area 51M Gaming Laptop 17.3"" 1TB RAID 0 (2 x 512GB PCIe SSD) + 1TB (+8GB SSHD) Hybrid Drive (3.6GHz i9-9900K, 32GB RAM, RTX 2080, Windows 10 Home) Dark Side of The Moon",Alienware,173 Inches,16 GB DDR4,Alienware Area51M,2.5 out of 5 stars,Dark Side of the Moon,NVIDIA,80211ac,77 pounds,8,None,1 Lithium Polymer batteries required,2 ratings,"$4,999.95"
"Dell Alienware Area 51M Laptop, 17.3 inches FHD (1920 x 1080), 9th Gen Intel Core i9-9900K, 32GB RAM, 2 X 256GB SSD (R0) + 1TB SSHD, NVIDIA GeForce RTX 2080, Lunar Light (Renewed)",Alienware,173 Inches,1512 GB hybriddrive,Dell Alienware Area 51M,4.0 out of 5 stars,None,NVIDIA,80211ac,15 pounds,8,256 GB,None,1 rating,nan
"Alienware 15 15 R4 15.6"" LCD Gaming Notebook - Intel Core i7 (8th Gen) i7-8750H Hexa-core (6 Core) 2.20 GHz - 8 GB DDR4 SDRAM - 256 GB SSD - Windows 10 Home 64-bit (English) - 1920 x 1080 - in-pl",Alienware,156 Inches,2400 MHz,Alienware 15,3.5 out of 5 stars,None,NVIDIA,80211ac,99 pounds,6,256,1 Lithium Polymer batteries required,12 ratings,"$1,499.81"
"SAMSUNG Galaxy Book Go Laptop PC Computer Qualcomm 7C Pro 4GB Memory 128GB eUFS Storage 18-Hour Battery Compact Light Shockproof WFH Ready WiFi 5, Silver",SAMSUNG,14 Inches,128 GB UFS,Galaxy Book Go,4.2 out of 5 stars,Silver,Qualcomm,Bluetooth 80211ac,304 pounds,1,128,1 Lithium Ion batteries required included,253 ratings,$254.99
"Dell Alienware Area 51M Laptop, 17.3"" FHD (1920 x 1080) 144Hz G-Sync Tobii Eye, 9th Gen Intel Core i7-9700K, 16GB RAM, 2 X 256GB SSD (R0) + 1TB SSHD, NVIDIA GeForce RTX 2070, Windows 10",Alienware,173 Inches,2400 MHz,Dell Alienware Area 51M,3.5 out of 5 stars,None,NVIDIA,Bluetooth,854 pounds,1,256 GB,None,4 ratings,"$4,199.00"
"Alienware ALW18-4001sLV 18.4-Inch Laptop (2.5 GHz Intel Core i7-4710MQ Processor, 16GB DDR3L, 1TB HDD, 80GB SSD, Dual NVIDIA GeForce GTX 860M, Windows 7 Home Premium) [Discontinued By Manufacturer]",Alienware,184 Inches,1600 MHz,Alienware,3.5 out of 5 stars,None,NVIDIA,80211bgn,208 pounds,4,80,1 Lithium Ion batteries required included,8 ratings,"$1,999.95"
"Dell Alienware Area 51M Laptop, 17.3 FHD (1920 x 1080), 9th Gen Intel Core i9-9900K, 32GB (2x16GB) RAM, 2 X 256GB SSD (R0) + 1TB SSHD, NVIDIA GeForce RTX 2080, Windows 10 (Renewed)",Alienware,173 Inches,1512 GB hybriddrive,Dell Alienware Area 51M,nan,None,NVIDIA,Bluetooth,854 pounds,1,None,None,nan,nan
"Alienware M15 Supreme Gaming Laptop: Core i7-9750H, 15.6"" 240Hz Full HD IPS Display, 32GB RAM, NVidia RTX 2060, 512GB SSD (Renewed)",Alienware,156 Inches,32 GB DDR4,M15,5.0 out of 5 stars,Silver,NVIDIA,80211ac,15 pounds,6,None,None,3 ratings,nan
"Alienware New Aurora R11 Gaming Desktop, Intel i7-10700KF, NVIDIA GeForce RTX 2080 Super 8GB GDDR6, 512GB SSD + 1TB SATA HDD, 16GB DDR4 XMP, Windows 10 Home, AWAUR11-7088BLK-PUS",Alienware,01 Inches,NVIDIA GeForce RTX 2080,Aurora R11,4.3 out of 5 stars,Dark Side Of The Moon,Intel,None,458 pounds,None,512,None,90 ratings,"$3,299.00"
"Dell Alienware Area 51M Laptop, 17.3"" FHD (1920 x 1080), 9th Gen Intel Core i7-9700K, 16GB (2x8GB) RAM, 256GB SSD + 1TB (+8GB SSHD) Hybrid Drive, NVIDIA GeForce RTX™ 2060, Windows 10",Alienware,173 Inches,1256 GB hybriddrive,Dell Alienware Area 51M,nan,None,NVIDIA,Bluetooth,854 pounds,1,None,None,nan,"$3,699.00"
"Alienware AW17R4-7352SLV-PUS 17"" QHD Laptop (7th Generation Intel Core i7, 32GB RAM, 256SSD + 1TB HDD, Silver) VR Ready with NVIDIA GTX 1080,Epic Silver",Alienware,173 Inches,2400 MHz,None,3.9 out of 5 stars,Epic Silver,NVIDIA,80211ac,974 pounds,4,256,1 Lithium Ion batteries required included,106 ratings,"$1,999.95"
"MSI GF63 Thin 9SC-068 15.6"" Gaming Laptop, Thin Bezel, Intel Core i5-9300H, NVIDIA GeForce GTX1650, 8GB, 256GB NVMe NVMe SSD",MSI,156 Inches,2666 MHz,GF63 THIN 9SC068,4.6 out of 5 stars,Black,NVIDIA,24 GHz Radio Frequency,739 pounds,4,256,1 Lithium Polymer batteries required included,154 ratings,$584.98
"Alienware 17 R5 Premium Hexa-Core Gaming Laptop, 17.3"" QHD 120Hz 400-nits Display, 8th Gen Intel Core i7 Processor, 8GB DDR4 256GB PCIe SSD, 8GB GTX 1070 WIFI HDMI BT 5.0 Thunderbolt Backlit KB Win 10",Alienware,173 Inches,8 GB DDR4,Dell Alienware AW17R5,5.0 out of 5 stars,None,NVIDIA,Bluetooth 80211ac,12 pounds,6,None,6 D batteries required,1 rating,"$1,499.95"
"Alienware m15 R6, 15.6 inch QHD 240Hz Non-Touch Gaming Laptop - Intel Core i7-11800H, 16GB DDR4 RAM, 512GB SSD, NVIDIA GeForce RTX 3070 8GB GDDR6, Windows 10 Home- Dark Side of the Moon (Latest Model)",Alienware,156 Inches,16 GB DDR4,Alienware m15 R6,nan,Black,NVIDIA,Bluetooth,593 pounds,8,512 GB,1 Lithium Ion batteries required included,nan,nan
"Alienware 15 R4 Gaming Laptop, 15.6"" FHD IPS Display, Intel Core i7-8750H, 16GB DDR4 RAM, 128GB SSD + 1TB HDD, NVIDIA GTX 1060, Windows 10, Black",Alienware,156 Inches,16 GB DDR4,AW 15 R4,3.0 out of 5 stars,Black,NVIDIA,80211ac,1262 pounds,4,16 GB,1 Lithium Ion batteries required,7 ratings,"$1,499.81"
"Alienware New m15 15.6 inch FHD Gaming Laptop (Lunar Light) Intel Core i7-10750H 10th Gen, 32GB DDR4 RAM, 1TB SSD, Nvidia Geforce RTX 2080 Super 8GB GDDR6, Windows 10 Home (AWm15-7937WHT-PUS)",Alienware,15 Inches,SSD,AWm157937WHTPUS,2.9 out of 5 stars,None,NVIDIA,None,465 pounds,6,1,1 Lithium Ion batteries required included,2 ratings,nan
"Alienware M15 AWM15 7264-15.6"" - i7-8750H - NVIDIA GTX 1060-16GB - 1TB HDD+256GB SSD",Alienware,156 Inches,hybriddrive,None,4.4 out of 5 stars,None,NVIDIA,Bluetooth,485 pounds,1,256 GB,1 Lithium Ion batteries required included,10 ratings,"$1,599.95"
"2016 ALIENWARE 17.3"" FHD Display with Tobii IR Eye-tracking Gaming Laptop, Intel Core i7-6700HQ up to 3.5GHz, NVIDIA GeForce GTX 1060, 16GB DDR4, 128GB SSD + 1TB HDD, Bluetooth, Windows 10",Alienware,173 Inches,1 TB HDD,None,nan,None,NVIDIA,Bluetooth,974 pounds,4,128 GB,None,nan,"$1,499.81"
"Alienware AW13R3-7000SLV-PUS 13.3"" Gaming Laptop (7th Generation Intel Core i7, 8GB RAM, 256 SSD, Silver) with NVIDIA GTX 1060",Alienware,133 Inches,2400 MHz,None,3.8 out of 5 stars,Epic Silver,NVIDIA,Bluetooth,58 pounds,4,256,1 Lithium Ion batteries required included,56 ratings,"$1,699.95"
"HP 2022 Pavilion Gaming 15.6"" FHD IPS Laptop, AMD Ryzen 5-5600H (Beats i7-9750H), 16GB RAM, 1TB HDD+512GB SSD, Backlit Keyboard, GeForce GTX 1650, Win 11, Acid Green, 32GB SnowBell USB Card",HP,156 Inches,15 TB Hybrid,HP Pavilion,4.9 out of 5 stars,Black,NVIDIA,80211ax,437 pounds,6,512 GB,None,22 ratings,"$1,069.00"
"Latest_Dell Alien.Ware M15 R2 15.6"" FHD Display Laptop, 9th Generation Intel Core i7-9750H Processor, 16GB RAM, 256GB SSD, NVIDIA GeForce GTX 2060 , Wireless+Bluetooth, HDMI，Window 10",Alienware,156 Inches,45 GHz,Dell,nan,Silver,NVIDIA,Bluetooth,15 pounds,6,256 GB,1 Lithium Ion batteries required,nan,"$1,399.81"
"Dell Alienware Area 51M Laptop, 17.3 FHD (1920 x 1080) 144Hz G-Sync Tobii Eye, 9th Gen Intel Core i7-9700K, 32GB RAM, 1TB SSD + 1TB SSHD, NVIDIA GeForce RTX 2060, Windows 10 Pro (Black) (Renewed)",Alienware,17 Inches,2 TB SSD,None,nan,Black,NVIDIA,None,8 pounds,4,None,None,nan,nan
"Dell Alienware Area 51M Laptop, 17.3 FHD (1920 x 1080) 144Hz G-Sync Tobii Eye, 9th Gen Intel Core i7-9700K, 16GB RAM, 2 X 256GB SSD (R0) 1TB SSHD, NVIDIA GeForce RTX 2070, Windows 10 (Renewed)",Alienware,173 Inches,1512 GB hybriddrive,Dell Alienware Area 51M,3.0 out of 5 stars,None,NVIDIA,80211ac,15 pounds,1,256 GB,None,1 rating,nan
"Dell Alienware Area 51M Laptop, 17.3 FHD (1920 x 1080), 9th Gen Intel Core i7-9700K, 16GB RAM, 256GB SSD + 1TB SSHD, NVIDIA GeForce RTX 2070, Windows 10 Home (Renewed)",Alienware,173 Inches,256 GB hybriddrive,Dell Alienware Area 51M,nan,None,NVIDIA,80211ac,1721 pounds,1,256 GB,None,nan,nan
"Dell Alienware Area 51M Laptop, 17.3-inch FHD (1920 x 1080), 9th Gen Intel Core i9-9900K, 32GB (2x16GB) RAM, 2X 256GB SSD (0) + 1TB SSHD, NVIDIA GeForce RTX 2070, Windows 10 Pro (Renewed)",Alienware,173 Inches,1512 GB hybriddrive,Dell Alienware Area 51M,nan,None,NVIDIA,Bluetooth,15 pounds,1,None,None,nan,nan
"Dell Alienware Area 51M Laptop, 17.3"" FHD (1920 x 1080), 9th Gen Intel Core i7-9700K, 16GB (2x8GB) RAM, 128GB SSD + 1TB (+8GB SSHD) Hybrid Drive, NVIDIA GeForce RTX™ 2060, Windows 10",Alienware,173 Inches,2666 MHz,Dell Alienware Area 51M,nan,None,NVIDIA,Bluetooth,15 pounds,1,128 GB,None,nan,"$3,999.00"
"Dell Alienware Area 51M Laptop, 17.3 FHD (1920 x 1080), 9th Gen Intel Core i7-9700K, 16GB (2x8GB) RAM, 1TB (2X 512GB RAID0) SSD + 1TB SSHD, NVIDIA GeForce RTX 2080, Windows 10 (Renewed)",Alienware,173 Inches,2 TB hybriddrive,Dell Alienware Area 51M,nan,None,NVIDIA,Bluetooth,15 pounds,1,None,None,nan,nan
"Dell Alienware Area 51M Laptop, 17.3 FHD (1920 x 1080), 9th Gen Intel Core i7-9700K, 16GB RAM, 2 X 256GB SSD (Riad 0) + 1TB SSHD, NVIDIA GeForce RTX 2070, Windows 10 (Renewed)",Alienware,173 Inches,1512 GB hybriddrive,Dell Alienware Area 51M,nan,None,NVIDIA,Bluetooth,15 pounds,1,None,None,nan,nan
"Dell Alienware Area 51M Laptop, 17.3 FHD (1920 x 1080), 9th Gen Intel Core i9-9900K, 32GB (2x16GB) RAM, 256GB SSD 1TB SSHD, NVIDIA GeForce RTX 2070, Windows 10 Pro (Renewed)",Alienware,173 Inches,1256 GB hybriddrive,Dell Alienware Area 51M,nan,None,NVIDIA,Bluetooth,15 pounds,1,None,None,nan,nan
"Dell Alienware Area 51M Laptop, 17.3 FHD (1920 x 1080), 9th Gen Intel Core i9-9900K, 32GB (2x16GB) RAM, 2 X 256GB SSD (R0) 1TB SSHD, NVIDIA GeForce RTX 2080, Windows 10 Pro (Renewed)",Alienware,173 Inches,1512 GB hybriddrive,Dell Alienware Area 51M,nan,None,NVIDIA,Bluetooth,15 pounds,1,None,None,nan,nan
"Dell Alienware Area 51M Laptop, 17.3"" FHD (1920 x 1080), 9th Gen Intel® Core i7-9700K, 16GB (2x8GB) RAM, 256GB SSD + 1TB (+8GB SSHD) Hybrid Drive, NVIDIA GeForce RTX 2080, Windows 10",Alienware,173 Inches,1256 GB hybriddrive,Dell Alienware Area 51M,1.0 out of 5 stars,None,NVIDIA,Bluetooth,854 pounds,1,None,None,1 rating,"$4,799.00"
"Latest_Dell Alien.Ware M15 R2 15.6"" 144Hz FHD Display Laptop, 9th Generation Intel Core i7-9750H Processor, 16GB RAM, 512GB SSD, NVIDIA GeForce GTX 2060 , Wireless+Bluetooth, HDMI，Window 10",Alienware,173 Inches,45 GHz,Dell,nan,Dark Side of the Moon,NVIDIA,Bluetooth,983 pounds,6,16,1 Lithium Ion batteries required included,nan,"$1,479.81"
"Dell Alienware M15 Laptop, 15.6-inch FHD (1920 x 1080), 8th Gen Intel Core i7-8750H, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 2070, Windows 10 (Renewed)",Alienware,156 Inches,41 GHz,Dell Alienware M15,nan,None,NVIDIA,Bluetooth,485 pounds,1,None,None,nan,nan
"Dell Alienware Area 51M Laptop, 17.3 FHD (1920 x 1080), 9th Gen Intel Core i7-9700K, 32GB (2x16GB) RAM, 2TB (2X 1TB RAID 0) SSD, NVIDIA GeForce RTX 2080, Windows 10 (Renewed)",Alienware,173 Inches,2 TB SSD,Dell Alienware Area 51M,nan,None,NVIDIA,Bluetooth,854 pounds,1,None,None,nan,nan
"Latest_Dell Alien.Ware M17 Gaming Laptop, 9th Gen Intel Core i7-9750, 16GB RAM, 256GB SSD+ 1TB HDD, Wireless+ Bluetooth, NVIDIA GeForce RTX 2060 6GB GDDR6, HDMI，Window 10",Alienware,173 Inches,45 GHz,Dell,nan,None,NVIDIA,Bluetooth,579 pounds,6,None,1 Lithium Ion batteries required included,nan,"$2,999.00"
Alienware 15 (1920 X 1080)~i7-4710 GTX 980m 4gb DDR5~16gb Ram~1T HDD Win 8,Dell,15 Inches,NVIDIA GeForce GTX 980M,None,4.0 out of 5 stars,None,NVIDIA,None,15 pounds,None,None,None,2 ratings,"$1,099.81"
"Alienware Aurora R11 Gaming Desktop 10th Gen Intel Core i7, 16GB Dual Channel HyperX Fury DDR4 XMP, NVIDIA GeForce RTX 3080, 1TB HDD + 512GB SSD, Killer Wi-Fi 6, Black (Latest Model)",Alienware,1 Centimeters,NVIDIA,Aurora R11,4.5 out of 5 stars,Dark Side Of The Moon,NVIDIA,None,392 pounds,None,512,None,50 ratings,"$3,589.99"
"Alienware 17 R3 i7-6820HK,UHD 4K IGZO,GTX 980M 8GB DDR5,32GB RAM,256GB PCIE SSD+1TB HDD,Windows 10",Alienware,173 Inches,8 GB DDR4,Alienware 17 R3,nan,Silver,NVIDIA,80211ac,15 pounds,4,256 GB,None,nan,"$1,499.95"
"Dell Alienware Area 51M Laptop, 17.3 FHD (1920 x 1080) 144Hz G-Sync Tobii Eye, 9th Gen Intel Core i7-9700K, 32GB RAM, 1TB SSD 1TB SSHD, NVIDIA GeForce RTX 2060, Windows 10 Pro (White) (Renewed)",Alienware,17 Inches,2 TB SSD,None,5.0 out of 5 stars,White,NVIDIA,None,8 pounds,4,None,None,1 rating,nan
Alienware M15 15.6 Gaming Notebook - 1920 x 1080 144Hz IPS - Core i7-8750H - 16 GB RAM - 512 GB SSD - Epic Silver - Windows 10 Home 64-bit - NVIDIA GeForce RTX 2070 8GB Laptop (Renewed),Alienware,156 Inches,NVIDIA GeForce RTX 2070 MaxQ,wnorn5chm152h,nan,None,NVIDIA,None,1048 pounds,1,512,None,nan,nan
"Dell AlienWare m15 R1 15.6'' FHD 144Hz Laptop, Intel Core i7, 16GB RAM, 512GB SSD, GeForce RTX 2070 8GB GDDR6 with Max-Q Design, Thunderbolt, HDMI, Windows 10 (RTX 2070) (Renewed)",Alienware,156 Inches,41 GHz,R1,nan,Black,NVIDIA,Bluetooth,8 pounds,1,512 GB,None,nan,nan
"Dell Alienware Area 51M Laptop, 17.3 FHD (1920 x 1080), 9th Gen Intel Core i7-9700K, 16GB (2x8GB) RAM, 256GB SSD 1TB (8GB SSHD) SSHD, NVIDIA GeForce RTX 2080, Windows 10 (Renewed)",Alienware,173 Inches,1256 GB hybriddrive,Dell Alienware Area 51M,nan,None,NVIDIA,Bluetooth,15 pounds,1,None,None,nan,nan
"Dell Alienware Area 51M Laptop, 17.3 FHD (1920 x 1080), 9th Gen Intel Core i7-9700K, 16GB (2x8GB) RAM, 256GB SSD + 1TB SSHD, NVIDIA GeForce RTX 2070, Windows 10 Home (Renewed)",Alienware,173 Inches,16 GB DDR4,Dell Alienware Area 51M,4.6 out of 5 stars,None,NVIDIA,80211ac,1725 pounds,8,256 GB,None,3 ratings,nan
"Dell Alienware Area 51M Laptop, 17.3 FHD (1920 x 1080), 9th Gen Intel Core i7-9700, 16GB RAM, 512GB SSD, n Vidia GeForce RTX 2070, Windows 10 (Renewed)",Alienware,173 Inches,512 GB SSD,Dell Alienware Area 51M,nan,None,NVIDIA,Bluetooth,15 pounds,1,None,None,nan,nan
"Dell Alienware Area 51M Laptop, 17.3-inch FHD (1920 x 1080), 9th Gen Intel Core i9-9900, 32GB RAM, 2 X 256GB SSD (R0) + 1TB (+8GB) SSHD, NVIDIA GeForce RTX 2080, Windows 10 (Renewed)",Alienware,173 Inches,1512 GB hybriddrive,Dell Alienware Area 51M,nan,None,NVIDIA,Bluetooth,15 pounds,1,None,None,nan,nan
"Dell Alienware Area 51M Laptop, 17.3-inch FHD (1920 x 1080), 9th Gen Intel Core i7-9900K, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 2060, Windows 10 (Renewed)",Alienware,173 Inches,512 GB SSD,Dell Alienware Area 51M,nan,None,NVIDIA,Bluetooth,15 pounds,1,None,None,nan,nan
"Alienware 17R4 Intel Core i7-6700HQ X4 2.6GHz 16GB 1.1TB 17.3"" Win10, Silver",Alienware,173 Inches,26 GHz,Alienware,nan,None,NVIDIA,Bluetooth 80211abg,974 pounds,4,None,None,nan,"$1,599.81"
"Alienware 17R3 Intel Core i7-6700HQ X4 2.6GHz 8GB 1TB 17.3"" Win10,Silver",Alienware,173 Inches,26 GHz,Alienware 17R3,nan,None,NVIDIA,Bluetooth 80211abg,833 pounds,4,None,None,nan,nan
